Event Name,Event ID,Order #,Order Date,Quantity,Ticket Type,Order Type,What gender do you identify with?,What's your postal code?,What operating system are you using?,How did you hear about this event?
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,440656990,2015-07-19,1,"Yes, I'd like to attend!",PayPal Completed,Male,V0R 1K0,Mac,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,443547833,2015-07-31,1,"Yes, I'd like to attend!",PayPal Completed,Female,V9T 5Z5,Mac,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,446619876,2015-08-12,1,"Yes, I'd like to mentor!",Free Order,Male,V9s4n8,,Facebook | From a Friend
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,446639127,2015-08-12,1,Make a Donation!,PayPal Completed,Female,V9R 1Y1,,Facebook
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,449097504,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,v9p2e7,Mac,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,449952140,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,V9T 5Z8,Mac,Facebook
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,449952462,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Male,V9T 5Z8,Mac,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,450099597,2015-08-26,1,"Yes, I'd like to mentor!",Free Order,Male,V9R6T2,,From a Friend
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,450801688,2015-08-28,1,"Yes, I'd like to attend!",PayPal Completed,Male,V8T 1E5,Windows,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,451096454,2015-08-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,v9s 1l4,Windows,Facebook
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,455941807,2015-09-16,1,"Yes, I'd like to attend!",PayPal Completed,Male,V0R 2H0,Windows,Facebook | Twitter
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,456066020,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,V9R 6V4,Windows,Facebook
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,456103888,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Male,V9R 3A9,Linux,From a Friend
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,456106618,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,V9R 4R2,Mac,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,456705489,2015-09-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,V9R 3R8,Mac,Poster
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,456787243,2015-09-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,v9s 2t5,Mac,Facebook
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,458483682,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,V9T 6H7,Mac,Other
Nanaimo: Data Insights with Python for Beginners on September 26th,17610732174,458672567,2015-09-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,V0R 2P4,Other,Facebook | From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,445657042,2015-08-09,1,"Yes, I'd like to mentor!",Free Order,Female,P3E 5Z5,,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,453445161,2015-09-08,1,"Yes, I'd like to mentor!",Free Order,Female,P3C 4X4,,Facebook
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,457263911,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3E 5H8,Mac,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,457265008,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Male,P3E 2X8,Mac,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,458642464,2015-09-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,M1P 5B6,Windows,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,452653128,2015-09-04,1,"Yes, I'd like to mentor!",Free Order,Female,P3C2G9,,Facebook | Twitter | From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,449339044,2015-08-23,1,"Yes, I'd like to mentor!",Free Order,Male,P3C 3G1,,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,456155822,2015-09-17,1,"Yes, I'd like to mentor!",Free Order,Female,P3A3E1,,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,450091418,2015-08-26,1,"Yes, I'd like to mentor!",Free Order,Other,P3C 3R3,,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,456243494,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Male,P0M 1B0,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,457431827,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3L 1A6,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,458376241,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3C 4Z8,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,458073323,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Male,P3C 4Z8,Linux,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,450682538,2015-08-28,1,"Yes, I'd like to mentor!",Free Order,Male,P3E 5R6,,Twitter | From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,451234023,2015-08-31,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3E 5R6,Linux,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,454655774,2015-09-12,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3C 1K5,Windows,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,452086266,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,p3c4p8,Windows,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,450724218,2015-08-28,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3E4N1,Windows,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,449793987,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Male,K1E 3V7,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,458059769,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3B4H3,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,457476004,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3B4H3,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,454777631,2015-09-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,P1B 1H1,Windows,Twitter | From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,457294034,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Male,p3c2g9,Mac,From a Friend
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,451763847,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3c2h5,Mac,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,450210779,2015-08-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3B3R7,Mac,Facebook
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,451607460,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,P3E 6A4,Windows,Other
Sudbury: Data Insights with Python for Beginners on September 26th,17610737189,450852644,2015-08-28,1,"Yes, I'd like to mentor!",Free Order,Female,P3c2h5,,Other
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,445964768,2015-08-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1J 2X5,Windows,Facebook
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,447231093,2015-08-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1K 7N8,Windows,Facebook
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,447682878,2015-08-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1J 2Z8,Windows,Other
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,453698395,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1K 7X1,Windows,Poster
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,457964496,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1J 5K5,Windows,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,452928505,2015-09-06,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1K 1E9,Mac,Twitter
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,452607204,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1J1P6,Windows,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,452527328,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1K 7S5,Windows,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,445698783,2015-08-09,1,"Yes, I'd like to mentor!",Free Order,Male,t1j3z4,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,446199565,2015-08-11,1,"Yes, I'd like to mentor!",Free Order,Female,T1K3M4,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,455183915,2015-09-14,1,"Yes, I'd like to mentor!",Free Order,Female,T1k4a7,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,458590957,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Male,T1K 5N1,Windows,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,453628442,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1J 5E1,Windows,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,456706145,2015-09-19,1,Make a Donation!,PayPal Completed,Male,T1H 6Z4,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,456705735,2015-09-19,1,"Yes, I'd like to mentor!",Free Order,Male,T1H 6Z4,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,458064141,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1J 2W2,Windows,Other
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,446025131,2015-08-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1H 2J1,Windows,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,457592189,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Transgender,T1J 5G7,Mac,Twitter
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,445713006,2015-08-09,1,"Yes, I'd like to mentor!",Free Order,Male,T1j4j1,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,455853833,2015-09-16,1,"Yes, I'd like to mentor!",Free Order,Female,T1K5R4,,From a Friend
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,456310321,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1K 4E7,Windows,From a Friend | Other
Lethbridge: Data Insights with Python for Beginners on September 26th,17610786336,455172434,2015-09-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,T1k 7z1,Mac,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,443387860,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,P0A1C0,Windows,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,444228712,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,K9J 4W5,Windows,Facebook
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,446274634,2015-08-11,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,452102727,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1E2L7,Mac,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,452256445,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1H1M6,Mac,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,454470704,2015-09-11,1,"Yes, I'd like to mentor!",Free Order,Male,l1j7z9,,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,456965945,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,M2H2V4,Mac,Facebook
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,451106448,2015-08-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1G 8C3,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,451107103,2015-08-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1G 8C3,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,452266238,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,L9P 1G6,Windows,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,452530208,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,M1R 3X3,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,451936135,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,l1g3v1,Windows,Facebook | From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,451281465,2015-08-31,1,"Yes, I'd like to mentor!",Free Order,Female,M5G1P7,,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,457970852,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Male,L1W3M3,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,457445128,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1V4N5,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,457095601,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,LIK0K3,Windows,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,458236720,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1M0G4,Windows,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,457882599,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1C0C8,Windows,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,457770626,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,L4A1G2,Mac,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,456218210,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,L0B1J0,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,455222140,2015-09-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,M1P 4G1,Mac,Other
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,456899851,2015-09-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1R 2M6,Windows,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,445235783,2015-08-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,L1t2p6,Mac,From a Friend
Durham Region: Data Insights with Python for Beginners on September 26th,17610788342,449813954,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,l1s 5l6,Windows,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,443884913,2015-08-02,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,J4M1E8,Windows,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444479444,2015-08-04,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2S 2R8,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444519405,2015-08-04,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H1M2K2,Mac,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444869064,2015-08-06,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H3T1X6,Linux,Facebook | From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,445728546,2015-08-09,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Other,H2P2E5,Mac,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,446844436,2015-08-13,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Male,h2p2e5,Mac,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,449605683,2015-08-24,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,h2l 3t6,Mac,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,450022687,2015-08-26,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,J0P 1B0,Windows,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,452086678,2015-09-02,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,J3V 2M2,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,455189050,2015-09-14,1,J'aimerais faire un don!,PayPal Completed,Female,H3C 6N1,,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,450764603,2015-08-28,1,"Oui, j'aimerais être mentor !",Free Order,Male,J3Y 9H1,,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444516909,2015-08-04,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,h2k2s9,Windows,Facebook | From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,452074986,2015-09-02,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,J3V 4P6,Mac,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,452072297,2015-09-02,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,J3V 4P6,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,445037126,2015-08-06,1,"Oui, j'aimerais être mentor !",Free Order,Male,H1W 3H6,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,455332053,2015-09-15,1,"Oui, j'aimerais être mentor !",Free Order,Male,H2S2W6,,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,455732892,2015-09-16,1,"Oui, j'aimerais être mentor !",Free Order,Male,G0M1R0,,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,446321881,2015-08-11,1,"Oui, j'aimerais être mentor !",Free Order,Male,H3K2Y7,,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,445674309,2015-08-09,1,"Oui, j'aimerais être mentor !",Free Order,Female,H4G1Z3,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,456737687,2015-09-19,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2J2Z4,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,456923122,2015-09-20,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H1X2S7,Mac,Facebook | Twitter
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,443094340,2015-07-29,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H3W1P8,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,456050279,2015-09-17,1,"Oui, j'aimerais être mentor !",Free Order,Male,H2J 4E7,,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444620505,2015-08-05,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,j2w1x3,Windows,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,446844100,2015-08-13,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H1V2Z1,Windows,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444616771,2015-08-05,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H1V 2G1,Windows,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,455413244,2015-09-15,1,"Oui, j'aimerais être mentor !",Free Order,Male,H1V2R4,,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444797573,2015-08-05,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H1Y3C2,Windows,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,457390628,2015-09-22,1,"Oui, j'aimerais être mentor !",Free Order,Male,H4G1R8,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,450708272,2015-08-28,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2L 0A3,Linux,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444093517,2015-08-03,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H4C1A1,Mac,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,446772046,2015-08-13,1,"Oui, j'aimerais être mentor !",Free Order,Female,H2X 3K4,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,446830877,2015-08-13,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H9K1J4,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,446846175,2015-08-13,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,h8z0a4,Windows,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444316933,2015-08-04,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2T2T6,Linux,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,450555196,2015-08-27,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2J 3J7,Mac,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,450556186,2015-08-27,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Male,H2J 3J7,Mac,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,447600144,2015-08-17,1,"Oui, j'aimerais être mentor !",Free Order,Female,h1m1x2,,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,457603299,2015-09-22,1,"Oui, j'aimerais être mentor !",Free Order,Male,H3A 1R8,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,445626875,2015-08-09,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2S 2C1,Mac,Twitter
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444862303,2015-08-06,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H1Y 3P6,Windows,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444920092,2015-08-06,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2T2G7,Windows,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,443109750,2015-07-29,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2S2N5,Windows,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,447529017,2015-08-16,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,h4e 2y8,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,456278379,2015-09-17,1,"Oui, j'aimerais être mentor !",Free Order,Female,H2T 1R3,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,455799249,2015-09-16,1,"Oui, j'aimerais être mentor !",Free Order,Male,H2P 2E5,,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,457407312,2015-09-22,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H3C 6S3,Windows,From a Friend
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444725726,2015-08-05,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2v 4k2,Mac,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,455411095,2015-09-15,1,"Oui, j'aimerais être mentor !",Free Order,Male,j4h 3j7,,Other
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,444177593,2015-08-03,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,H2S2V6,Mac,Facebook
"Montreal: Parlons de données avec Python le 26 septembre (pour débutantes, en francais)",17783881067,445684804,2015-08-09,1,"Oui, j'aimerais assister à l'atelier !",PayPal Completed,Female,j0l2j0,Windows,Other
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,444389562,2015-08-04,1,"Oui, je désire participer!",PayPal Completed,Female,G1L2N2,Mac,Other
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,444391935,2015-08-04,1,Faites un don!,PayPal Completed,Female,G1L2N2,,Other
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,444404265,2015-08-04,1,"Oui, je désire participer!",PayPal Completed,Female,G1L2N2,Windows,From a Friend
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,446721814,2015-08-13,1,Faites un don!,PayPal Completed,Male,G1L2E5,,Twitter | From a Friend
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,449630595,2015-08-24,1,"Oui, je désire participer!",PayPal Completed,Female,G1V 2W6,Windows,From a Friend
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,451853786,2015-09-02,1,"Oui, je désire participer!",PayPal Completed,Female,G3K0H3,Windows,Facebook
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,452873286,2015-09-06,1,"Oui, je désire participer!",PayPal Completed,Female,g0w1x0,Windows,Facebook
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,452385512,2015-09-03,1,"Oui, je désire participer!",PayPal Completed,Female,G1V 0A7,Mac,Facebook
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,449719602,2015-08-25,1,"Oui, je désire participer!",PayPal Completed,Female,G1S2W3,Windows,Facebook
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,453957933,2015-09-10,1,"Oui, je désire participer!",PayPal Completed,Female,G1S3G4,Mac,Facebook
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,451791062,2015-09-01,1,"Oui, je désire participer!",PayPal Completed,Male,G2C 0M5,Windows,From a Friend
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,450875496,2015-08-29,1,"Oui, je désire participer!",PayPal Completed,Female,G6V7N3,Windows,Facebook
Ville de Québec: Parlons de données avec Python le 26 septembre (pour débutantes),17783913163,451600627,2015-09-01,1,"Oui, je désire participer!",PayPal Completed,Female,G2C0M5,Windows,Facebook
