Event Name,Event ID,Order #,Order Date,Quantity,Ticket Type,Order Type,What gender do you identify with?,What's your postal code?,What operating system are you using?,How did you hear about this event?
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,449055078,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6H 1J3,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,449220281,2015-08-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6j4p9,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,449748478,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,V3M 4R2,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,449820137,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4E-3K5,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,449971218,2015-08-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6N3G8,Windows,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,450669582,2015-08-28,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5y0b7,Windows,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451163465,2015-08-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,v4k 2b1,Windows,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451602268,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,V2P6A5,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451648983,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6J 1W5,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451729099,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5C 0G6,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451931108,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4A 3E3,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451933036,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4A 3E3,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451959090,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,V2S 7J2,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,451959450,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,V2S 7M8,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,452342077,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6Z 3C1,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,452473496,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6E 1H3,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,452698053,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,v6t 1z4,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,452767692,2015-09-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5H 1T7,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,452767692,2015-09-05,1,Make a Donation!,PayPal Completed,Female,V5H 1T7,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,453337614,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6b1e2,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,453458565,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5N0C3,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,453504112,2015-09-08,1,"Yes, I'd like to mentor!",Free Order,Female,V5R 6H7,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,453525901,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5V 3M1,Mac,Facebook | From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,453725215,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5M4T9,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,443035246,2015-07-29,1,"Yes, I'd like to attend!",PayPal Partially Refunded,Female,V6A 4J4,Linux,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454391845,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,V3M0J4,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454400472,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5L3A9,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454401805,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5L3A9,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454649267,2015-09-12,1,"Yes, I'd like to attend!",PayPal Completed,Female,v3m 2b6,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454719420,2015-09-12,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5N 5H7,Other,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454772067,2015-09-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,v6e1e2,Mac,Twitter
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,454856383,2015-09-13,1,Make a Donation!,PayPal Completed,Female,V5Z1T9,,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,455193021,2015-09-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5H2W8,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,455534855,2015-09-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6J 2H6,Windows,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,455589951,2015-09-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4X2E3,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456308016,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6H 3R4,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456320811,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,v3t5j7,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456628705,2015-09-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6Z3H8,Mac,Twitter
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456630117,2015-09-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6Y1L7,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456751294,2015-09-19,1,"Yes, I'd like to mentor!",Free Order,Female,V8N3L3,,Facebook
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456863787,2015-09-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6M3V3,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456880576,2015-09-20,1,"Yes, I'd like to mentor!",Free Order,Female,V6H3Z3,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456924275,2015-09-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5v 2j2,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,456942090,2015-09-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6E 3M2,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457112375,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6K4S3,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457264377,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Male,V5T0E4,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457450424,2015-09-22,1,"Yes, I'd like to mentor!",Free Order,Male,V6G 2A1,,Facebook | From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457485255,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6E4R7,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457503540,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4M 2M7,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457712775,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5C2N3,Windows,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457786539,2015-09-23,1,"Yes, I'd like to mentor!",Free Order,Female,V5L0A5,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,457890247,2015-09-23,1,"Yes, I'd like to mentor!",Free Order,Male,v6g1p4,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458115264,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,v6g 2r9,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458139468,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Female,V5B 4T5,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458152162,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Male,V6E 4R2,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458156279,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Female,v6z3c1,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458194993,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Male,V5Z 1S1,,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458200919,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Male,V0N 1G2,,Twitter
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458237603,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Female,V5V 1A1,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458263633,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,V5K1W3,Mac,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458264612,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,v5v2h5,Windows,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458276401,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Female,V3N,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458318392,2015-09-24,1,"Yes, I'd like to mentor!",Free Order,Female,V6Y1L9,,Other
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,458444741,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,V4B 4B4,Mac,From a Friend
Vancouver: Data Insights with Python for Beginners on September 26th,17610537592,444627688,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,V7N 4J3,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,438485090,2015-07-10,1,"Yes, I'd like to mentor!",Free Order,Female,B3H 2W3,,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,438711778,2015-07-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,B2V2B4,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,438855439,2015-07-12,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 4T8,Windows,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,441275862,2015-07-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,B2Y 4X3,Windows,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,443109873,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,B2T 0J7,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,447389861,2015-08-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3L1Z1,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,447769494,2015-08-17,1,"Yes, I'd like to mentor!",Free Order,Female,B3A 2R8,,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,448922607,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K1K9,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,451204528,2015-08-31,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4B 0P6,Mac,Twitter
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,451861400,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 4H6,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,452491027,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,b3h 4r2,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453700110,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3S0E6,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,454281073,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4a3r8,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,455524474,2015-09-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3H 1G1,Windows,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,457439934,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3J 3R3,Windows,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,457525624,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3L 2L9,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,443038606,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,B0N 2J0,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,446894281,2015-08-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3H2A1,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,455524756,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Female,B3S 1H9,,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,445797162,2015-08-10,1,"Yes, I'd like to mentor!",Free Order,Male,B3M 2R7,,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,440724418,2015-07-20,1,"Yes, I'd like to mentor!",Free Order,Female,B3H1M5,,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,455734184,2015-09-16,1,"Yes, I'd like to mentor!",Free Order,Male,B2Y0C1,,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458374657,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M 4N6,Mac,Twitter
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,443034136,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4P2L2,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,456226057,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4B1W9,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,452677840,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4A4C6,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,447313960,2015-08-15,1,"Yes, I'd like to mentor!",Free Order,Female,B3J 1A7,,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458431094,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4a3e4,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,452116230,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3l4a7,Mac,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458367802,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 2Y4,Mac,Facebook | From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458082290,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3N 1W2,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458534460,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 3Z6,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,455712553,2015-09-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3L 1Y4,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,440124682,2015-07-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M 3V2,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,443057261,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 1C4,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,452361271,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3N3M3,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,457574323,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,b3k 4t9,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453756933,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,B2Y 1P5,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453711580,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M 1W7,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453642375,2015-09-09,1,"Yes, I'd like to mentor!",Free Order,Male,B3J1L1,,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,450897639,2015-08-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M3N7,Windows,Facebook | Twitter
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,457521231,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M 1N7,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,457748279,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3H1S1,Mac,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,455173479,2015-09-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3A 4R2,Mac,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,455171723,2015-09-14,1,"Yes, I'd like to attend!",PayPal Completed,Male,B2W 4R2,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453233176,2015-09-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 3Y6,Mac,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453682135,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4B 1W6,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458607615,2015-09-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,B4A 0C2,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,437705879,2015-07-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3K 6B5,Mac,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,447912821,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3N 2L7,Mac,Poster
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,450334948,2015-08-27,1,"Yes, I'd like to attend!",PayPal Completed,Female,b2y  1k3,Windows,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453636768,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M2C7,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,453586569,2015-09-09,1,"Yes, I'd like to mentor!",Free Order,Male,b3h1y3,,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458481086,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,bb3k3s8,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458258134,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,e3b5j7,Windows,Twitter
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,443080245,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3M3R7,Windows,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458578626,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,B2V 2K3,Mac,Other
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458416999,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,B3A 2J7,Windows,From a Friend
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458508872,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Male,b3s0g8,Mac,Facebook
Halifax: Data Insights with Python for Beginners on September 26th,17610545616,458508872,2015-09-25,1,Make a Donation!,PayPal Completed,Male,b3s0g8,,Facebook
London: Data Insights with Python for Beginners on September 26th,17610556649,457423811,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6H2E8,Windows,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,443212656,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,N5Y 3B9,Windows,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,453810721,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6G 2T6,Windows,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,443496176,2015-07-31,1,"Yes, I'd like to attend!",PayPal Completed,Female,N0M1L0,Mac,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,454536677,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,N0M1C0,Mac,Twitter | Other
London: Data Insights with Python for Beginners on September 26th,17610556649,457360517,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6H2L7,Windows,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,443086456,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6B 2A5,Mac,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,457272310,2015-09-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6H4T2,Mac,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,443208267,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6B 1Z4,Mac,From a Friend
London: Data Insights with Python for Beginners on September 26th,17610556649,443053195,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6E 2Y5,Mac,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,446741202,2015-08-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6B1E2,Mac,From a Friend
London: Data Insights with Python for Beginners on September 26th,17610556649,451650881,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,N5W4A2,Mac,From a Friend
London: Data Insights with Python for Beginners on September 26th,17610556649,443119523,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,N8A 4L2,Windows,Other
London: Data Insights with Python for Beginners on September 26th,17610556649,453649015,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,N6B 2M4,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,438751165,2015-07-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,N1R 8B4,Windows,Facebook
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,439384963,2015-07-14,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2K1P9,Mac,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,440466604,2015-07-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2L,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443030563,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2A 4L9,Mac,Twitter | Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443804575,2015-08-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2L3A9,Mac,Twitter
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,445978501,2015-08-10,1,"Yes, I'd like to mentor!",Free Order,Female,L9T 5N8,,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,446919841,2015-08-13,1,"Yes, I'd like to attend!",PayPal Completed,Female,M6S2W2,Mac,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,447705815,2015-08-17,1,"Yes, I'd like to attend!",PayPal Completed,Female,L6M0R2,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,448068790,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,L5M1P1,Mac,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,449174519,2015-08-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,n2j1w6,Windows,Twitter
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,449593329,2015-08-24,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,449762265,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,M4y1l5,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,456745056,2015-09-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,L0R 1Z0,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,457731108,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2G 1K6,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,457861198,2015-09-23,1,"Yes, I'd like to attend!",PayPal Completed,Female,n2l 3y1,Mac,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,458267490,2015-09-24,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2M2A3,Windows,Facebook
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,458525573,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,L5W 1K8,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,455006414,2015-09-14,1,"Yes, I'd like to mentor!",Free Order,Male,N2m 3S1,,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,456679966,2015-09-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2E1T5,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,439906314,2015-07-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2M3V8,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443372896,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,N1T 1C8,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,456757772,2015-09-19,1,"Yes, I'd like to attend!",PayPal Completed,Female,N1T 1C9,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443210574,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2A 4C2,Windows,Twitter | Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,456301937,2015-09-17,1,"Yes, I'd like to attend!",PayPal Completed,Male,N2B 2K1,Mac,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,446004791,2015-08-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,N1R8J2,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,448169124,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2M5G7,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443212763,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2N3H5,Windows,Twitter
